content,score
قيمه الشحن المحلي أكثر بكثير من قيمه الشراء علي الرغم انا اوردر واحد في ٧ منتجات يعني الشحن الجمارك قيمته ١٠٠ والشحن المحلي عامل ٤٥٠ ليه معرفش كده هتخلونا مش نتعامل معاكم النقطه الثانيه بند الدفع عند الاستسلام غير مفعل أتمني أن يكون لديكم مصداقيه وشفافية مع العمل,0
"Je rêve de recevoirs un cadeau venant de jumia , vraiment je reve ",2
طيب انا دلوقتى طلبت حاجة  ومش عايزها وعايز الغى الطلبية اعمل اى,2
Cest tres bon l application et sa me plait et il respect les reglements,2
مفهوش غير عيب واحد بس هو الغه انا مش فاهم اى حاجه من المكتوب,1
Bravo bon continuation,2
"À oui, jaime bien cette amélioration  continuer et je chercherai à compléter les autres étoiles",1
Jai detesté cette appli cest de larnaque,0
Voleurs arnaqueur,0
"Je suis parmi les premiers clients de Jumia mais je suis contres les 600 francs non déclarés à lentame de lachat, une chose que je considère comme une arnaque ",0
your sold is good,2
تطبيق محترم تحديث رائع جدا,2
Mghalyin swala7 -_-,1
Avec jumia.ci cest sûr davoir des articles bien détaillés donc je vous conseille de passer votre commande sur Jumia,2
"très belle interface, super pratique pour rechercher des articles et passer ses commandes",1
في توصيل لمدينه بني سويف,2
Cette appli nest le paradis jai achété un rgb et il est arrivé tout cassé,0
ليسه هجرب,0
Cest la pire application de commerce en ligne de lhistoire. Par expérience ,0
ل,2
بلاش الجمعه السوداء لو عايزين تنجحو كلمة مكروها عندنا المسلمون,0
بالنسبة لعروض هدايا الساعة الثامنة بدرهم واحد فقط لا تعمل ما ان تختار السلعة حتى يقولون لك المخزون انقضى,0
Application tres simple pour passer les commandes,1
le prix vaut la qualité,1
Bien et facile,2
Cétait pa mal,1
انا كنت طالبه سماعه ب 200 جنيه وجالي مكانها حاجه تانيه دلوقتي ايه الحل يعني انا مش فاهمه ايه الخبطه دي معناها كده ان الشركه دي مش كويسه,0
ces bien tres fort commme aplication merci bien,2
حسن,2
"Applications qui bloque ou se ferme inopinément, la majorité des restaurants marqués comme fermé et ce a nimporte quelle heure très peu de choix donc a chaque fois il faut passer des minutes entières a chercher un restaurant convenable qui est marqué comme ouvert.",0
أنا أحب هذا التطبيق جدا,2
"السلام عليكم كل الاشياء التي تعرضونها جميله بل ورائعه ويمكن غير متوفره في 
اغلب المواقع ولكن عندي اشكال بخصوص الوصول فعندما اخترت بلد الجزائر لم اجد 
الولايه التي اسكن فيها مدرجه اي انه لا يمكن ان تصل لي السلعه التي اريدها 
لمقر سكني كما تقولون ارجو ان تاخذو هذا بعين الاعتبار و تتواصلو مع وكلائكم 
في الجزائر حتى يغطو اكبر عدد ممكن من الولايات خاصه الجنوب بالتحديد ولايه 
ورقله",1
برنامج جنيل,2
La version précédente va mieux,0
ممتاز وسهل في التعامل,2
Pas de garantie que ce soit des marques originales ou des copies.. veuillez le noter sur les articles...merci,1
Jaime beaucoup lapplication et mes commandes sont livrées à temps,2
Had labssala dial nhar kebir à minuit radi tabda à minuit c bloqué et quand ça marche tout le stock est épuisé quand même arrêter de nous  prendre pour des cons vous ne faires que perdre votre clientèle nimporte quoi,0
الغربيه,2
"Je vous demande de bien vouloir assurer les livraisons des commandes 
établies.",1
Je madresse au service technique du biat banque concernant la mise en page de relevé et lextrait cest pas très claire pourquoi il na pas deux colonnes debit et crédit comme la majorité des banques merci.,0
سيب النترنات يا جواعا,0
jais fait achat dun congelateur smart technologie et cela napa fait 1 mois le moteur est gaté jusqua present jappel jappel jais toujours pas de reponse,0
Je n aime pas cette appli car j ai commencer quelle que chose et supprimer la commande mais il on livré quand même,0
ع,2
شركه كويسه جدا,1
"Pour le moment, bonne",1
Cool favorable,2
Cette application me rendre fou avec beaucoup de publicité. À chaque fois que jouvre une application sur mon cellulaire je vois jumia devant moi. Arrêtez sil vous plaît,0
Mes commandes ont été toujours satisfaites,2
Tu Ok,0
كي تبيعوا لازم تكلموا الحريف قبل ما تبعثوا الطلب باش تتفاهموا وقتاه توصلولو مش الحريف يقعد في داروا يستنا فيكم وقتاه ترضاو عليه يا اخدموا خدمة صحيحة يا متخدموش,0
ثصثيقيءص#_,1
كوموندية بيسي مي معيطوليش افاش هدرت معاهم قالولي عيطناليك كتر من 10 دلمرات ا انا نهار كامل محيتش طيلي من يدي فاك جوميا.,0
Bonjour jai un compte mais je ne sais pas comment je peux verser ou transférer de largent sur mon compte  Merci de me donner les informations nécessaires.,0
Salut jai reçu un message de chez lapplication. Je suis désolé si ça ne vous pas plu mais im so sorry before my comment et je veux vous dire avec plein dexcuses que cétait moi qui avait un bug dans mon téléphone et jai cru que cétait lappli. Mais après avoir essayé avec le téléphone de ma mère ça a marché. Je présente tout mes excuses à cette application et à ceux qui réagissent à nos commentaires dune façon adorable. Au revoir et je suis très désolé ,2
Lapplication beug encore par moment. Encore obligé daller sur le site Web directement pour effectuer des recherches ou des achats. effectuer jattend voir avec le temps pour le moment je donne 3 étoiles.,1
:poop:,0
Des arnaqueurs ,0
Design moyen temps de réponse moyen mais un bon commencement,1
trop cool ,2
Jarrive pas a fermer lapplication en plus pas dexpiration de session du client en cas doublie.,0
Cest vraiment nul votre mise à jour jai tout perdu mon compte mes achats et mes commandes en plus ya plus le point de UPS bejaia maintenant je suis sur batolis bcp plus mieux que vous je parle de Jumia Algérie,0
Mon experience etait bien.,1
Trop compliquer pour avoir un compte,1
Jai installé lappropriation my TT. Ça marche jusquau jour où jai reçu une affiche de mise à jour de lapplication upgrade ou close  et depuis je nai pu accéder à mon compte et je nai pas réussi à mettre à jour lapplication. Jai essayé par tout les moyens mot de passe oublié  désinstallation et puis jai essayé dinstaller mais ça tourne mais ne sinstalle pas. Que faire les expert de telecom  Jai même appelé le12 98 sans résultat convaincant  ,0
Ok pas mal,2
Toujours le même protblème une erreur est survenue lors de la réception des annonces pas de resultas,0
رائع اعجبني,2
Comme etre sur de recevoir la marchandise demandée sans perdre mon argent. Quest ce qui me garanti que jaurai ma marchandise apres achat en toute sécurité,1
Je veux faire mes achats sur jumia,1
جيد وعروض كويسة,2
Il ny a pas tout ce que nous recherchons,1
مولع الجو 5 مواه,1
"L application est génial,un seule inconvénient dans la réponse au demande est très lente, par exemple je vous ai envoyer une demande de création d une entreprise il ya une semaine et j usqu a maintenant pas de réponse de confirmation",2
"حاجه قرف والله كل حاجه علشان نحتجها ساعه موقع مفهوش اي مساعده بلعكس دا قرف 
علشان اعرف حاجه مش عارف نتصل ساعه ع الانتظار وف الاخر برضو مفيش اي رد مفيد",0
Jai toujour est aime jumia,1
C super on trouve de tout et la livraison est ponctuelle bravo jumia,2
cest ma 1ere e expérience. je suis heureux pour le moment,1
Application usuelle. intéressant et pratique,2
"السلام عليكم  طلبت منكم ماوس للكمبيوتر ووصلني كتاب  الفيزياء اتمنى الرد 
منكم و شكرا",1
Sosoo,1
connecte,1
Black qaqah,0
رائعة وكل شيئ جيد,2
Bon shopping mais la frais de livraison et trop cher jabite très loin pour récupérer mes colis,1
"مزيدا من النجاحات خدمة جيدة وفقكم المولى عز وجل....لكن لماذا تتماطلون في 
حال ما لم تكن السلعة غير ملائمة تأخذون وقتا طويلا جدا.",1
Tres bon apply,2
Rien ne marche dès la modification,0
رووووووووووووووووووووعه,2
جيدة جدا وسهلة,2
كانت تجربة رائعة,2
Si il y avait un choix des personnes qui vont porter la commande sa vas etre plus mieux ,2
بصراحه حلو واي شي طلبته اتوصلت بيه,2
Problème de simulation et cryptage mot de passe nécessaire,1
ضيفوا العاب الحاسوب لكي يكون عندكم الكثير من الزبائن نصيحة من عندي,1
Cest tres bon lapplication est rapide et simple.,2
Rayen,2
Je ne trouve pas de numéro de contact ni de possibilité de messagerie Comment je peux contacter les annonceurs Beaucoup de bugg,0
Bonne application meme jai eu klk deception,1
Cest très rapide et pratique bonne continuation,2
"lapplication est de bonne qualité  fluide, pas de bugs, et avec un bon rendu en image.",1
Le frais denvoi à stlouis ce un peu cher,2
Hjuk,2
Arnaque je déconseille cet merd apk nik ymakom,0
Adhwa,2
"Jarrive pas à insérer le recto verso de cin, pour minscrire",1
Hayla hayla hayla,2
Cool mais trop de pub,1
تبململمفكفمفمفمقنفنمففححفمفمغملك,2
Cest très efficace et rapide,2
J viens de l utiliser ça l aire pratique et facile d utilisation,2
Black khray Day hhhhh k tflaw 3la nass,0
شكرا على الأسعار الجيدة,2
Une app trés cool,2
برنامج جيد لكن أرقام الهاتف عليها ضغط أو شيئ من هذا القبيل عندما تحاول الإتصال للإستفسار عن شيئ ما تجد فقط الدليل الصوتي وهذا أمر مزعج,1
برنامج جميل ولكن لماذا لايوجد خيار الغاء عملية الشراء بعد اتمامها,1
Jaime lapp car jai pas besoin de me déplacer pour fait mes commendes cependant il ny a pas de réduction sur les frais dexpédition peut importe le nombre darticles commender en plus il y a des articles qui coûte plus chère sans compter les frais de livraison.,1
Très cool et intéressant comme application.formidable.je là conseil à toutes personnes qui veut faciliter cest achat.,2
Pour la commande daujourdhui est nulle malheureusment,0
اتمنى التقدم للأحسن والأفضل و بجد الأسعار و المنتجات ممتازة انا اتعاملت معاكم قبل كدا و بجد شركة محترمة جدا,2
Nous pouvons faire des achats sans se déplacer mais la livraison est lente et on ne la fait pas chez toi mais à lagence moi ce ne me plait pas.,1
متوسط ملاحضة لو يكون البرنامج بالعربية يصبح أفضل ويستحق الخمسة نجوم,1
يستحق ال3نجوم,1
غاشاش,0
not open,0
البرنامج جيد,2
Il faut trouver des produits nouveaux. Prévoir un lien de suggestions,1
Génial Facile Généralement coul,2
Bloqué au niveau 3,1
Ca cest ameliorer..  Ya plus de choix moin de beug  Good job,1
رااااااااااااااااااائع,2
"La livraison est un peu lent,je vous donne 3 etoiles.",1
